,Tweet, No. Likes,Time,No. Retweets
18,@mrmandoobapp سلام عليكم ورحمة الله وبركاته ي اخواني انا وصلت الطلب ف العميل أعطاني المبلغ عن طريق ابل باي وانا الا الان لم استلم مبلغ الذي استحق في حسابي اس تي سي باي علما ليس لدي حساب في بنك الاهلي، متي تحولون فلوسي في حسابي مز انه تم حل مشكلة الصيانة عند اس تي سي باي الرجاء منكم الإجابة,0,2022-02-23 13:02:24+00:00,0
19,@Alll0001111 @marwon2020 ههههههه ياعمري شكل تعليقي عن بجامتك كان بالصميم. عطيني اس تي سي باي حقك احولك حبيبتي تجددين بجامتك وتطلعين تستانسين بحياتك بدال القعده بالبيت و السب باعراض البنات مين انتي عشان تحكمين اصلاً؟ الله يزيل اشكالك اشكال السويدي عاجل غير اجل,0,2022-02-23 11:45:20+00:00,0
20,@stcpay_ksa السلام عليكم يومين ادق محد يرد عالرقم الموحد فيه مبلغ حولته من ابل باي الى اس تي سي باي وللحين ما وصل البنك يقول العمليه صحيحه من جهتهم,0,2022-02-23 11:23:37+00:00,0
21,@sh3bwy21 أتحدى لو عندك حساب سعودي، لا ماعندي اس تي سي باي بس تعال خاص عطني رقم حسابك ولا رقم جوالك وأنا أحوّل لك,1,2022-02-23 11:03:27+00:00,0
22,RT @sd0n0: @SAMAcares @stcpay_ksa شوفو حل معاهم سرقو فلوسي والى اليوم صار لي 3 اسابيع مماطله معاهم حولت الفلوس من كريم لحسابي في اس تي سي ب…,0,2022-02-23 10:59:33+00:00,1
23,@AppMrsool وصلني الطلب وكلش كويس بس رافض يحول من اس تي سي باي وش المشكله ؟ وهل فيه طريقة دفع ثانيه؟,0,2022-02-23 10:58:08+00:00,0
24,@Ra_qD0 لا بحول لك من حساباتي في السعودية. عندك اس تي سي باي؟,0,2022-02-23 10:47:48+00:00,0
25,@SAMAcares @stcpay_ksa شوفو حل معاهم سرقو فلوسي والى اليوم صار لي 3 اسابيع مماطله معاهم حولت الفلوس من كريم لحسابي في اس تي سي باي وسحبو عليه ماعطوني حقي اس تي سي باي اتمنى تشوفون حل معاهم,0,2022-02-23 10:43:34+00:00,1
26,@qvREuxmgmv5K3yK @CaptainsKSA @SaudiTransport توك ماشفت شي منهم والله يكرهونك ف التتطبيق اطلبهم ١٠٠ ريال محولها من يوم الاحد ل اس تي سي باي ولا وصلت سلمني ع تتطبيق بولت وجيني واوبر . وكريم خله يخيسس واحلى بلوك يجيهم عشان يحترمون الكباتنه 👎🏻,0,2022-02-23 08:27:28+00:00,0
27,@stcpay_ksa من السبت اللي راح الى اليوم مااستلمت حوالتي محولة مبلغ بقيمة ٥٠٠ ريال من اس تي سي باي لحساب في الراجحي و اتواصل معكم على كل مكان ومافيه اي رد ايش التلاعب هذا الى متى بلاحق !! @SAMA_GOV,0,2022-02-23 08:14:04+00:00,0
28,@CITC_withU @stccare_ksa السلام عليكم  ابغا ارفع شكوى على اس تي سي باي سويت تغذية للمحفظه. قبل ثلاث ايام والفلوس غير موجودة ولا يوجد رد منهم على الرسايل بتويتر ولا المحادثات بالتطبيق ولا الاتصال,0,2022-02-23 06:53:33+00:00,0
29,الحين بعد ما ارسل ذي التغريدة رح تقولوا لي تم التواصل معك عبر صندوق البريد، اروح هناك تعطوني رقم اتصل عليه، وما رح تحلون مشكلتي، الله يخلي stc pay يحلون المشكلة في نفس الوقت وما عندهم تأخير بعكسكم، لو يرجع بي الزمن ما افكر اني افتح عندكم، اس تي سي باي يعزك ولا يورباي يذلك!,0,2022-02-23 06:48:46+00:00,0
30,@stcpay_ksa صباح الخير ، حولت امس من اس تي سي باي للراجحي ، راح توصل يوم القيامة ؟,1,2022-02-23 04:35:04+00:00,0
31,@albalawi_2020 @stcpay_ksa كلنا نفس مشكلتك مدري وش اللي تغير في التحديث الجديد غير فلوسنا اللي راحت اتصل على خدمة العملاء يقولون تواصل مع البنك واتصل على البنك يقولون اتصل على خدمة عملاء اس تي سي باي ما عرفنا وش نسوي كل واحد يرميها على الثاني؟,2,2022-02-23 02:57:31+00:00,0
32,"@Theeban_ksa معاد في مصدقيه ولا ردود ولا تعوضي في هنقر حتي تي التحويل في اس تي سي باي
ماوصلت الفلوس ولا في رد ولا رقم مرجعي ولا في فايده",0,2022-02-23 02:04:00+00:00,0
33,"@AppMrsool ياجماعه لنا فترة ماعاد نشتغل من تاخر التحويل عل اس تي سي باي 

لييييييش؟ 

كيف نسوي نوقف شغل 

اما نشتغل ونستلف ونوصل طلبات وفلوسنا ماتوصل صرنا خايفين وقفنا شغل

ماهو معقولة كل هذه الفترة صيانة

حرام كذا قولو لنا نشتغل والانوقف",0,2022-02-22 23:43:58+00:00,0
34,@stcpay_ksa دفعت ببطاقه اس تي سي باي في موقع وتم ارجاعها جاتني نوتفكيشن باس تي سي باي انها دخلت حسابي لكن ماتم حسابها بالرصيد وعلى هالحال من يومين تواصلت معاكم بكل الطرق ومامن مجيب,0,2022-02-22 21:35:38+00:00,0
35,@HungerStation لا سامحكم الاه انا مندوب عندكم و حولت فلوس من المحفظة وانخصمت  من المحفظة وما وصلت ل اس تي سي باي اكلم الدعم بهنقر يقلي حولنا الفلوس راجع مع اس تي سي اكلم اس تي سي يقلي ما وصلنا شي وين فبوسي راحت ٣٤٤ ريال ما بسامحكم فيها ليوم الدين,0,2022-02-22 21:16:44+00:00,0
36,RT @saty00473956: @stcpay_ksa السلام عليكم حولت مبلغ على اس تي سي باي وختفى ارجوا الاتصال,0,2022-02-22 19:30:52+00:00,1
37,@stcpay_ksa ياخي وقسممم خدممههه اسوء من السووووووءء والله العظيمممم حرام احمل ذا التطبيق الحين لي ٣ ايام محول من اس تي سي باي لحسابي الاهلي ولا تحول ولا شي و محول للناس وكلهم يقولون م وصلت  ياخي شذا الخياس .,0,2022-02-22 19:02:16+00:00,0
38,@stcpay_ksa حولت مبلغ من اس تي سي باي لبنك محلي ولم تصل حتى بعد مرور 24 ساعه,0,2022-02-22 18:44:43+00:00,0
39,@Mobily اس  تي سي  باي طارحه   22جوال  هدايا بتوزعها الليلة بهذه المناسبة الجميلة  وانتم جوال واحد بس الله يسامحكم,0,2022-02-22 18:20:18+00:00,0
40,RT @2dadi2: @stcpay_ksa @SAMA_GOV ارجو النظر في موضوع فلوسنا المعلقه في اس تي سي باي قرب اسبوع ولا حل لي عشرين الف محوله دولي ومعلقه,0,2022-02-22 15:08:38+00:00,2
41,RT @2dadi2: @stcpay_ksa @SAMA_GOV ارجو النظر في موضوع فلوسنا المعلقه في اس تي سي باي قرب اسبوع ولا حل لي عشرين الف محوله دولي ومعلقه,0,2022-02-22 14:28:34+00:00,2
42,"@SaudiBanks السلام عليكم ورحمة الله وبركاته

ارجو النظر الى اس تي سي باي معلقه فلوسنا مع عدة ايام وتواصلنا معهم ولا حل انا محول عشرين الف ومعلقه الفلوس من عدة ايام

انا بس ابي فلوسي @stc_ksa @stc @stccare_ksa @stcpay_ksa @stcbusiness_ksa @stcplay @stclive @STC_BHR @stc_kwt @specialized_stc",0,2022-02-22 14:23:18+00:00,0
43,@stcpay_ksa @SAMA_GOV ارجو النظر في موضوع فلوسنا المعلقه في اس تي سي باي قرب اسبوع ولا حل لي عشرين الف محوله دولي ومعلقه,1,2022-02-22 14:17:54+00:00,2
44,@stcpay_ksa @1KhaIifa لو سمحتو معلق عندي محول من اس تي سي باي الى الراجحي وللحين ماوصلت وش الحل ؟,1,2022-02-22 12:28:54+00:00,0
45,@stcpay_ksa انا محوله من حساب اس تي سي باي الى حسابي الراجحي من يوم السبت والى اليوم ماوصلت ولاحد يرد في خدمة العملاء عندكم,0,2022-02-22 12:08:34+00:00,0
46,@stc ايرادات بالمليارات ولا يتم حل مشكلة اس تي سي باي انا بس ابي فلوسي المعلقه @stcpay_ksa,0,2022-02-22 11:58:22+00:00,0
47,@stc_ksa شركه بحكم اس تي سي التي تمثل اتصالات المملكه  لااستطيع حل مشكلة فلوسنا في اس تي سي باي انا بس ابي فلوسي محول اكثر من عشرين الف من اكثر من اربعه ايام وتم التواصل والانتظار,0,2022-02-22 11:53:59+00:00,0
48,@stc_ksa ارجو النظر في موضوع اس تي سي باي فلوسنا معلقه من ايام ولا حل,0,2022-02-22 11:48:33+00:00,0
49,@stcpay_ksa @SAMA_GOV @SaudiBanks اطالب من البنك المركزي سما النظر الى موضوعنا في اس تي سي باي عديد من العملاء ينتظرون فلوسهم من هاذا البنك والى الان لا شي انا محول  عشرين الف حواله دوليه من اكثر من اربعه ايام و لا يظهر رقم الاستلام وتم التواصل مع البنك ولا حل,0,2022-02-22 11:47:37+00:00,0
50,"RT @XB_CARDS: متجر للاعبين إكسبوكس💚!
أول وأضخم متجر .. إشتراكات العاب تطبيقات اخرى كلها متوفرة في مكان واحد 💥

https://t.co/jr62cwKkht هنا…",0,2022-02-22 10:18:53+00:00,2
51,@stcpay_ksa @1IqCrouKnnDjG8S امس محول من اس تي سي باي وللحين ماوصلت شسالفة؟,0,2022-02-22 09:15:11+00:00,0
52,@stcpay_ksa حولت من اس تي سي باي لحسابي الراجحي ١٥٥ ريال ما معاي غيرها لي ٣ ايام انا وش خلاني اسجل ب اس تي سي باي 😡,0,2022-02-22 08:11:17+00:00,0
53,@stcpay_ksa يا أخواني انا مشترك عندكم في اس تي سي باي ولكن عند حوالات شي بعض الأحيان لم تأتيني رسالة في رقمي المسجل لديكم ولما ادخل التطبيق اتفاجئ بأنه تم تحويل عندي,0,2022-02-22 05:44:00+00:00,0
54,@stcpay_ksa يا ناس وين فلوسي تروح حولت لحسابي حق اس تي سي باي وما وصلت للآن!!!!!!!!!!!!!!,0,2022-02-21 23:18:56+00:00,0
55,@stcpay_ksa السلام عليكم حولت مبلغ على اس تي سي باي وختفى ارجوا الاتصال,0,2022-02-21 22:26:06+00:00,1
56,"@stcpay_ksa السلام عليكم
اخي الكريم انا حولت من حسابي. اس تي سي باي. الى حسابي الراجحي.  عمليه التحويل كانت يوم الخميس. ولليوم لم تصل الحواله. فنرجو منكم. معالجه الامر. ورد بسرعه.",0,2022-02-21 21:57:51+00:00,0
57,@JeenyKSA لي اسبوع وانا اكلم جني عشان مبلغ الي في محفظه يقلون حولنها على اس تي سي باي من ثلاث ايام ولي اسبوع ماشوف شي ومشكله انا مبلغ تحول مو عارف وين القاه,0,2022-02-21 21:44:46+00:00,0
58,@stcpay_ksa السلام عليكم. اخي الكريم. انا حولت من حسابي اس تي سي باي الى حسابي الراجحي.  عمليه التحويل كان يوم الخميس ولليوم لم تصل الحواله. ف نرجو منكم معالجه الامر. ربنا يسعدكم. احاول اتصل ع خدمه العملاء لم يتم الرد. ف ايه الحل.  شكرآ,0,2022-02-21 21:38:20+00:00,0
59,@sli70 @iRaeDev اس تي سي باي,0,2022-02-21 21:35:24+00:00,0
60,@stcpay_ksa يا اس تي سي انا حولت 65 ريال مرتين عن طريق ابل باي والرصيد ريال سلامات ؟؟ ياخي ضبطوا السيرفرات عنذكم ما يصلح انا محتاج هذي الفلوس وانتم تاكلونها !!!! https://t.co/iSPaiooXlY,0,2022-02-21 19:55:12+00:00,0
61,@stcpay_ksa حولت من اس تي سي باي لحسابي الراجحي وماوصلت لها اكثر من يوم !!!!!! كيف كذا تضيعون فلوسنا !!!,0,2022-02-21 19:36:34+00:00,0
62,@stcpay_ksa سلام وعليكم لي اسبوعين محول ٢١١ على اس تي سي بأي والحين ما جاني ولا الدعم يرد ولا محادثات الدعم يرد,0,2022-02-21 18:54:45+00:00,0
63,@zaz__k اهلي راجحي  اس تي سي باي  البلاد,0,2022-02-21 18:51:36+00:00,0
64,"@stcpay_ksa السادة فريق اس تي سي باي 
لدي مشكله قمت بمحاولة اضافة ٢٠٠ الى حسابي من خلال apple pay وتم سحبها من حسابي في البنك لكن لم تضاف الى حسابي لديكم وتم مشاركة التفاصيل عبر الرسائل الخاصة",0,2022-02-21 18:48:25+00:00,0
65,RT @ooaa871: @stcpay_ksa في شخص حولي من بنك الاهلي ع اس تي سي باي لها ٤ ايام للحين ما وصلت,0,2022-02-21 18:47:01+00:00,1
66,@stcpay_ksa في شخص حولي من بنك الاهلي ع اس تي سي باي لها ٤ ايام للحين ما وصلت,0,2022-02-21 18:40:10+00:00,1
67,@stccare_ksa اودعك مبلغ الثلاثاء الماضي وانسحب من البنك ولم يتم ايداعه في محفظة اس تي سي باي !!! المبلغ مبتخر الان !!! ارجو الدعم,0,2022-02-21 18:30:40+00:00,0
68,@kammelna كيف اسدد عن طريق اس تي سي باي؟,1,2022-02-21 18:27:26+00:00,0
69,@stcpay_ksa سويت شحن لرصيد اس تي سي باي بس ما جات الفلوس وش السالفه؟ مع ان انسحب من البنك,0,2022-02-21 17:42:43+00:00,0
70,@stcpay_ksa السلام عليكم انا عندي حساب اس تي سي باي حولت َن محفظه هنقر لا محفظه اس تي سي باي اختصمت من محفظه هنقر وما وصلت محفظه اس تي سي باي ارجو افدتي فلوسي راحت ولا بترجعوها اتوصلت بدعم ثلاثه ايام ومايردو,0,2022-02-21 17:09:54+00:00,0
71,"يا @stcpay_ksa عندي اموال حولتها لحسابي في اس تي سي باي ولم تصل كلمت البنك وقالو طلعت من عندنا ولا تردون 
وارسلت لكم كشف حساب من البنك وليش مارجعت الفلوس",0,2022-02-21 16:29:01+00:00,0
72,@stcpay_ksa عندي اموال حولتها لحسابي في اس تي سي باي ولم تصل كلمت البنك وقالو طلعت من عندنا ولا تردون ولا الشات يتجاوب!,0,2022-02-21 16:26:46+00:00,0
73,@stcpay_ksa @tahakumsaa ماهو الحل في تغيير رقم جوالي المسجل في اس تي سي باي,0,2022-02-21 16:12:49+00:00,0
74,اخي انا لي حواله من شركه من تاريخ16/20الي الان مانزلة في حسابي اس تي سي باي ارجو منكم هل ادعو ربي بلعوض اوماذا,0,2022-02-21 16:09:07+00:00,0
75,@Fahad_a991 @Niroca8 يمكنك الدفع عن طريق: فيزا - مدى- أبل باي- إس تي سي باي- تحويل بنكي- عند الاستلام (فقط لمستودع السعودية) - دفع بالتقسيط عبر تمارا,0,2022-02-21 16:02:32+00:00,0
76,@ffffhhhh84 @LaughWithMedia @stcpay_ksa بنك فاشل اس تي سي باي #مقاطعة_STCPAY_الحراميه @stcpay_ksa,0,2022-02-21 15:04:41+00:00,0
77,اخيرا فتح اس تي سي باي,0,2022-02-21 14:42:40+00:00,0
78,@stcpay_ksa شكرا لكم اس تي سي باي   علا جهودكم   في عملكم,0,2022-02-21 14:13:50+00:00,0
79,@stcpay_ksa شكرا لكم اس تي سي باي   علا جهودكم   في عملكم,0,2022-02-21 14:13:28+00:00,0
80,"@stcpay_ksa السلام عليكم 
عندي مشكله في حساب أس تي سي بي فتحت حساب برقم هويه والرقم باسم شخص آخر و أودعت فيه مبلغ وتم الخصم من ابل باي لكن الحساب انغلق ولم اعد استطيع الدخول مره اخرى ما الحل ؟ واين أجد المبلغ المخصوم؟",0,2022-02-21 14:06:52+00:00,0
81,ماحصلت صوره احطها ثانيه ف حطيت حق اس تي سي باي https://t.co/pHs307obfY,0,2022-02-21 13:56:58+00:00,0
82,@CITC_SA للحين ماانحلت المشكله! ارفع بلاغ ع هيئه الاتصالات! @stcpay_ksa رجعولي المبلغ من اس تي سي باي او عطوني رقم الكود عشان تستلم العامله فلوسها من فلبين دايم احول وتستلم لكم اسبوع من جا التحديث حايس التطبيق وكلمتكم ع الخاص مااحد رد علي🙂💔من تاريخ١٥ محوله الى الحين ماجاني رد,0,2022-02-21 13:36:59+00:00,0
83,@stcpay_ksa السلام عليكم ورحمة عندي مشكلة لها يومين سويت اضافه من الراجحي  الا اس تي سي باي للحين ما وصلت اتوصلت مع الراجحي قالو مسحوبه في اس تي سي باي نرجو منك حل مشكلتي في اسرع وقت,0,2022-02-21 13:23:35+00:00,0
84,"اس تي سي 
ارباح مبقاة حول ٤٠ مليار ريال 
بأي لحظة ممكن يزود راس ماله 
شركاتنا لازم تكون عالمية 🔥😎",1,2022-02-21 12:36:31+00:00,0
85,"@stcpay_ksa اضفت مبلغ من الاهلي ابل باي الى اس تي سي باي من يوم الخميس والى الان مارصلني شي ليا ٤ ايام انتظر !!!
ايش الحل !!!
سيئين جدا جدا",1,2022-02-21 12:01:31+00:00,0
86,خدمة العملاء حقت اس تي سي باي اسوء خدمة عملاء على وجه الارض,0,2022-02-21 11:43:22+00:00,0
87,"@stcpay_ksa حولت من حسابي الراجحي ل اس تي سي باي و تأكدة الحواله بس مو راضيه تبان في اس تي شي ليشش ممكن افهم 
اتمنى تتوصلو معايا ضروووورييي لاني جالسه اتصل و مااحد يرد و كلمتكم في التطبيق و ما احد يرد خير يعني ؟!!
و المبلغ مو هين يعني !!!!!
اتمنى تتوصلو معايا ضروري .",1,2022-02-21 11:40:45+00:00,0
88,الله ياخذ اس تي سي باي قد م سحبوا فلوسي🙂💔#stc_pay,0,2022-02-21 10:54:27+00:00,0
89,@stcpay_ksa  السلام عليكم حولت فلوس من اس تي سي باي. الا بنك الخليج الدولي (ميم) ولم تصل الفلوس كملت اكثر من 72 ساعه,0,2022-02-21 10:53:40+00:00,0
90,"@stcpay_ksa السلام عليكم
تم تحويل حواله لحسابي في اس تي سي باي من مصرف احر ولم تصلني اتمني الرد حاولت الاتصال بخدمت العملاء محد يرد",0,2022-02-21 09:46:23+00:00,0
91,مين باقي مايدعم اس تي سي باي كلاب,0,2022-02-21 04:23:18+00:00,0
92,RT @aliadam70: @stcpay_ksa طيب انا محول فلوس من محفظة هنقرشتيشن من ٣ ايام و ما ظهرت عندي في اس تي سي   باي وانخصمت من المحفظة ممكن توضيح ال…,0,2022-02-21 00:08:44+00:00,2
93,@vz1_7 كيف اصارحكم اني اضحك به وماعندي حتى اس تي سي باي من الطفره 💔,0,2022-02-20 23:32:09+00:00,0
94,@stcpay_ksa انا حولت ٢٠٠ وماجات ع اس تي سي باي.,0,2022-02-20 23:28:54+00:00,0
95,معورني قلبي على فلوسي اللي راحت في اس تي سي باي بس لما اشوف مبالغ الناس تهون علي مصيبتي.,1,2022-02-20 23:14:54+00:00,0
96,RT @mdlal2006: @stcpay_ksa أكثر الناس تشتكي ان في فلوس لم تظهر في الحساب البرنامج.... وانا لدي عمليات لم تظهر في برنامج ارجوا من مؤسسة النق…,0,2022-02-20 23:00:30+00:00,1
97,@AppMrsool حددو وقت لحل مشكلة اس تي سي باي مو تقولون قريبا وتجلسون اكثر من ٥ ايام نبي نفهم وش قريبا ممكن ع حسبتكم شهر يافاشلين,0,2022-02-20 21:43:46+00:00,0
98,@lklk_88 بعدين ليش حاطة فيزا اس تي سي باي ؟ ترا عندهم بطاقة بدى,0,2022-02-20 21:10:29+00:00,0
99,@lklk_88 كيف ترجعين من اس تي سي باي للراجحي ؟,0,2022-02-20 21:09:58+00:00,0
100,"@stcpay_ksa أكثر الناس تشتكي ان في فلوس لم تظهر في الحساب البرنامج.... وانا لدي عمليات لم تظهر في برنامج ارجوا من مؤسسة النقد التدخل السريع والعاجل ل ايقاف شركة اس تي سي باي حتى ارجاع الاموال الى اصحابها وحل مشاكل لديهم . @SAMA_GOV @urpay_sa @stcpay_ksa @stcpay_ksa @stcpay_bhr 
966567619251 https://t.co/fRePIFN70G",1,2022-02-20 20:35:23+00:00,1
101,@Alejandro00022 هذه البطاقة اللي فيها كاش باك ؟ حلوه مره نفس نظام اس تي سي باي عندهم بطاقة كاش باك يرجع لك من قيمة الدفع,0,2022-02-20 19:58:44+00:00,0
102,@NotShira_ @ConstantBurnout عندك اس تي سي باي ؟,0,2022-02-20 18:31:49+00:00,0
103,@HungerStation @saudi_organic @MEWA_KSA ليش ما عندكم اهميه مع المندوبين فلوسنا رااحت ليش ما تحلووون المشكله مع اس تي سي باي,2,2022-02-20 18:28:54+00:00,0
104,@stcpay_ksa يا جماعه الخير يا اس تي سي باي لو سمحت سحبت من الراجحي مبلغ ولم يضهر الا ثلث المبلغ في التطبيق وصلتنا رساله من الراجحي انه تم خصم المبلغ كامل وكمان وصلت رساله انه تم تغذية المبلغ بنفس المبلغ المسحوب ولحد الان لما تظهر لي اي نتيجه,0,2022-02-20 18:28:33+00:00,0
105,@AppMrsool نحتاج دعم يخصوص حوالات اس تي سي باي متى توصلنا نحن معشر المناديب,0,2022-02-20 17:29:49+00:00,0
106,@stcpay_ksa حولت من حسابي في اس تي سي باي لراجحي من ٤ ايام و ماوصلت !!!!,0,2022-02-20 17:04:28+00:00,0
107,RT @Mshe_l: شابك على نت الكلية البطيئ و جالس في مكان واحد و السبب من اس تي سي باي السيئين,0,2022-02-20 17:01:22+00:00,1
108,@stcpay_ksa السلام ورحمه الله وبركاته لو سمحت انا اودعت مبلغ بحسابي اس تي سي باي وانخصم المبلغ ولا صار بحسابي واتصل عليكم ما تردون واتواصل بالتطبيق محد يرد وش الحل,0,2022-02-20 16:59:29+00:00,0
109,@FahdAlbogami استاذ فهد اس تي سي باي ضيعت فلوسنا بعد تحديث تطبيقهم ولارجعوها لهم اسبوعين وين اقدر اشتكيهم لانهم مايتجاوبون معانا,0,2022-02-20 16:47:46+00:00,0
110,RT @aljo0ohra_: بعد اللي صار للناس مع اس تي سي باي صار ضروري الواحد يحط له مبلغ مصروف على جنب لمثل هالايام ، الله يعينهم 🥲,0,2022-02-20 16:35:21+00:00,13
111,"للمعلوميه تقدر تحول من @rainfinancial 
الى @stcpay_ksa  
كيف؟ اس تي سي باي فاتحين لك حساب في البنك العربي عشان تشحن رصيدك منه اذا بغيت.
خذ الايبان وسجله في رين وحول عليه ويوصل التحويل حسابك في اس تي سي باي. 
حاليا رين ينصحونك تحول على العربي او الإنماء.
#العملات_الرقميه #بتكوين https://t.co/6e1jHonDyd",2,2022-02-20 16:33:38+00:00,0
112,"RT @ICalamar9: @D2if @urpay_sa فعلا يور باي يردون عليك فورا كانهم بنك 
اس تي سي وصخين ياخي ماعندهم دعم فني يسحبون عليك @stcpay_ksa #مقاطعة_…",0,2022-02-20 16:06:50+00:00,3
113,@Yas___ser ليه ما يمدي اشتريها من اس تي سي باي,0,2022-02-20 15:59:21+00:00,0
114,شابك على نت الكلية البطيئ و جالس في مكان واحد و السبب من اس تي سي باي السيئين,2,2022-02-20 15:55:33+00:00,1
115,RT @Deer46124196: @stcpay_ksa وين دراهمنا يا اس تي سي باي خلو عنا الحركات الى مالها داعي هههههههه,0,2022-02-20 15:44:24+00:00,1
116,@stcpay_ksa وين دراهمنا يا اس تي سي باي خلو عنا الحركات الى مالها داعي هههههههه,1,2022-02-20 15:43:36+00:00,1
117,"RT @fawaz1628: @stcpay_ksa الدعم والمساعدة فقط بيدلك على طرق التحويل ويشرح طرقها  
انا حولت  الف ريال وخصمت من البنك وماوصلت لل اس تي سي با…",0,2022-02-20 15:36:00+00:00,1
118,RT @_Rir0: @stcpay_ksa كفاية سرقتونا وكل ماندق نرفع لك معاملة 5 موظف يرفع معاملة وماشفنا منكم شيء هاتي فلوس ونحول ع @urpay_sa  ياجماعة لحد…,0,2022-02-20 15:34:07+00:00,3
119,RT @Hselvador: @stcpay_ksa سويت حوالتين بينهم خمس دقايق من حسابي البنكي الى حساب اس تي سي باي، انودع في المحفظة فقط حوالة وحدة! و صار لي طو…,0,2022-02-20 15:32:22+00:00,1
120,"RT @BloodravenHF: @ilullaby_ بس وقت معين.
اس تي سي باي ١/٣ المرات اللي افتحه فيها يسوي لي مشاكل.
ما اقدر اضمنه ابد لو احط كل فلوسي هناك وير…",0,2022-02-20 15:22:51+00:00,1
